AnneeChiffre;Date_Naissance;LieuNaissance;Sexe;Jugement;DateJugement;Centre
2019;04/12/2009;METH;Masculin;Oui;06/11/2017;Principal
2019;25/11/2018;DIENDER;Feminin;Non;NULL;Principal
2019;07/07/2011;METH;Feminin;Oui;06/11/2017;Principal
2019;18/11/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;03/04/2009;METH;Masculin;Oui;06/11/2017;Principal
2019;13/01/2019;GOSSAS VILLAGE;Masculin;Non;NULL;Principal
2019;27/12/2018;PATAR LIA;Masculin;Non;NULL;Principal
2019;02/05/2009;METH;Feminin;Oui;06/11/2017;Principal
2019;03/03/2004;METH;Masculin;Oui;06/11/2017;Principal
2019;17/09/2018;KEUR NDIOUGA;Feminin;Non;NULL;Principal
2019;03/01/2006;METH;Masculin;Oui;06/11/2017;Principal
2019;06/09/2009;METH;Masculin;Oui;06/11/2017;Principal
2019;15/11/2018;DIAMBEYE;Masculin;Non;NULL;Principal
2019;30/12/2018;KEUR YABY;Feminin;Non;NULL;Principal
2019;31/01/2007;SOMB;Feminin;Oui;13/02/2019;Principal
2019;08/10/2018;NDIEBEL;Masculin;Non;NULL;Principal
2019;14/12/2018;GOSSAS VILLAGE;Masculin;Non;NULL;Principal
2019;20/01/2007;SOMB;Feminin;Oui;13/02/2019;Principal
2019;03/06/2018;NDIEBEL;Masculin;Non;NULL;Principal
2019;25/01/2007;SOMB;Feminin;Oui;13/02/2019;Principal
2019;04/06/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;18/02/2007;SOMB;Feminin;Oui;13/02/2019;Principal
2019;03/07/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;12/12/2018;MBENGANE;Feminin;Non;NULL;Principal
2019;14/02/2007;SOMB;Masculin;Oui;13/02/2019;Principal
2019;05/01/2008;SOMB;Masculin;Oui;13/02/2019;Principal
2019;02/03/2005;NDIOUBEL SINE;Masculin;Oui;09/02/2017;Principal
2019;01/12/2018;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2019;18/12/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;15/02/2007;SOMB;Masculin;Oui;13/02/2019;Principal
2019;19/01/2019;METH;Masculin;Non;NULL;Principal
2019;02/04/2000;BOUNE FASSOW;Feminin;Oui;13/02/2019;Principal
2019;18/01/2019;FISSEL;Feminin;Non;NULL;Principal
2019;21/02/2007;KEUR MEDOUNE;Masculin;Oui;13/02/2019;Principal
2019;21/11/2018;KEUR NDIOUGA;Masculin;Non;NULL;Principal
2019;01/01/2008;FISSEL1;Masculin;Oui;13/02/2019;Principal
2019;24/09/2018;KEUR NDIOUGA;Feminin;Non;NULL;Principal
2019;24/12/2018;SOMB;Feminin;Non;NULL;Principal
2019;15/08/2014;NDIOURBEL SINE;Feminin;Oui;13/02/2019;Principal
2019;26/01/2019;KEUR YORO;Feminin;Non;NULL;Principal
2019;16/12/2018;KEUR NDIOUGA;Feminin;Non;NULL;Principal
2019;29/05/2018;PATAR LIA;Feminin;Non;NULL;Principal
2019;20/02/2019;DIENDER2;Masculin;Non;NULL;Principal
2019;07/12/2018;KEUR SERIGNE NDIAKHATE;Feminin;Non;NULL;Principal
2019;03/12/2018;FISSEL 2;Feminin;Non;NULL;Principal
2019;20/04/2018;DIENDER;Masculin;Non;NULL;Principal
2019;12/02/2011;SOMB;Masculin;Oui;09/02/2017;Principal
2019;12/03/2007;SOMB;Masculin;Oui;09/02/2017;Principal
2019;02/02/2009;METH;Masculin;Oui;06/11/2017;Principal
2019;09/02/2019;BOUNE FASSOW;Feminin;Non;NULL;Principal
2019;29/11/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;12/03/1997;NDIOURBEL SINE;Masculin;Oui;16/01/2019;Principal
2019;16/02/2019;PATAR LIA;Masculin;Non;NULL;Principal
2019;06/02/2019;GASSEL;Masculin;Oui;NULL;Principal
2019;22/12/2018;KEUR AMADOU DIOP;Feminin;Non;NULL;Principal
2019;12/01/2014;NDIOURBEL SINE;Feminin;Oui;20/02/2019;Principal
2019;06/02/2019;GAZELLE;Masculin;Non;NULL;Principal
2019;07/12/2018;KEUR YABI;Feminin;Non;NULL;Principal
2019;15/05/2018;FISSEL;Masculin;Non;NULL;Principal
2019;17/04/1990;FISSEL;Masculin;Non;NULL;Principal
2019;01/01/1998;DAROU SINE;Masculin;Oui;20/02/2019;Principal
2019;23/05/2007;METH;Masculin;Oui;22/05/2019;Principal
2019;18/04/2019;NDIOURBEL SINE;Feminin;Non;NULL;Principal
2019;02/03/2007;DIOURBEL SINE;Feminin;Non;NULL;Principal
2019;18/04/2018;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2019;22/10/2018;SOMB;Masculin;Non;NULL;Principal
2019;05/06/2019;MBEGHANE;Feminin;Oui;NULL;Principal
2019;17/04/2019;BANANE;Masculin;Non;NULL;Principal
2019;12/01/2019;NDOCK TAMSIR;Feminin;Non;NULL;Principal
2019;02/02/2008;NDOCK SARE;Masculin;Oui;16/01/2019;Principal
2019;06/11/2018;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2019;05/05/2019;TOUNE;Masculin;Non;NULL;Principal
2019;11/04/2019;PATAR LIA;Masculin;Non;NULL;Principal
2019;07/10/2018;TOUBA SINE;Feminin;Non;NULL;Principal
2019;12/01/2007;BADIARA;Masculin;Oui;16/01/2019;Principal
2019;27/05/2019;KEUR AMADOU DIOUF;Feminin;Non;NULL;Principal
2019;12/04/2019;MBEGANE;Masculin;Non;NULL;Principal
2019;25/07/2018;KEUR AMADOU DIOP;Masculin;Non;NULL;Principal
2019;24/10/2018;KEUR NDIOUGA;Masculin;Non;NULL;Principal
2019;09/04/2019;SAKHMACK;Masculin;Non;NULL;Principal
2019;15/05/2007;FISSEL 2;Masculin;Oui;16/01/2019;Principal
2019;29/10/2007;GOSSAS VILLAGE;Masculin;Oui;20/02/2019;Principal
2019;16/06/2019;DOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;12/03/2019;DAROU SINE;Masculin;Non;NULL;Principal
2019;26/12/2018;GOSSAS VILLAGE;Feminin;Non;NULL;Principal
2019;15/10/2018;NDOCK DIOUMA LEOUROU;Masculin;Non;NULL;Principal
2019;17/04/2019;BADIARA;Masculin;Non;NULL;Principal
2019;02/02/2000;KEUR NDIOUGA;Masculin;Oui;20/02/2019;Principal
2019;18/12/2018;FISSEL 2;Feminin;Non;NULL;Principal
2019;02/02/2007;BOUSTANE DIAW;Masculin;Oui;16/01/2019;Principal
2019;02/02/2008;SOUMBEL KEUR LATYR;Feminin;Oui;06/02/2019;Principal
2019;09/03/2019;NDIOURBEL SINE;Feminin;Non;NULL;Principal
2019;30/05/2019;KEUR YABY;Feminin;Non;NULL;Principal
2019;20/12/2018;KEUR MACODOU;Masculin;Non;NULL;Principal
2019;10/12/2018;BANANE;Masculin;Non;NULL;Principal
2019;03/04/2007;BOUSTANA DIAW;Masculin;Oui;16/01/2019;Principal
2019;20/04/2019;NDOCK PEULL;Feminin;Non;NULL;Principal
2019;10/03/2002;SOUMBEL KEUR LATYR;Feminin;Oui;20/02/2019;Principal
2019;24/04/2019;BANANE;Feminin;Non;NULL;Principal
2019;01/01/2013;NDIOURBEL SINE;Masculin;Oui;06/02/2019;Principal
2019;14/11/2018;FISSEL 2;Masculin;Non;NULL;Principal
2019;04/04/2019;BOUNE FASSOW;Feminin;Non;NULL;Principal
2019;01/01/2019;BANANE;Feminin;Non;NULL;Principal
2019;02/03/2008;SOUMBEL KEUR LATYR;Masculin;Oui;20/02/2019;Principal
2019;05/12/2006;BOUSTANE DIAW;Feminin;Oui;16/01/2019;Principal
2019;12/02/2008;TOUNE;Masculin;Oui;06/02/2019;Principal
2019;19/05/2019;NDOCK SARE;Masculin;Non;NULL;Principal
2019;26/03/2019;METH;Feminin;Non;NULL;Principal
2019;19/06/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;03/04/2007;BOUSTANE DIAW;Masculin;Oui;16/01/2019;Principal
2019;29/01/2019;NDOCK SARE;Feminin;Non;NULL;Principal
2019;02/05/1996;SAKHMACK WOLOF;Masculin;Oui;20/02/2019;Principal
2019;10/08/2007;PATAR LIA;Masculin;Oui;30/01/2019;Principal
2019;22/10/2018;FISSEL 2;Masculin;Non;NULL;Principal
2019;07/01/2019;KEUR MACODOU;Masculin;Non;NULL;Principal
2019;26/12/2018;FISSEL 2;Feminin;Non;NULL;Principal
2019;15/01/2000;NDIOURBEL SINE;Feminin;Oui;30/01/2019;Principal
2019;02/03/2007;TOUNE;Masculin;Oui;16/01/2019;Principal
2019;02/04/2013;PATAR LIA;Feminin;Oui;20/02/2019;Principal
2019;30/12/2018;KEUR YORO;Feminin;Non;NULL;Principal
2019;07/06/2019;FISSEL 1;Feminin;Non;NULL;Principal
2019;07/04/2019;KEUR SEIGNE NDIAKHATE;Masculin;Non;NULL;Principal
2019;15/02/2019;NDIOURBEL DEMBARY ;Masculin;Non;NULL;Principal
2019;05/03/2019;BOUSTANE DIAW;Feminin;Oui;12/06/2019;Principal
2019;02/06/2000;SAKHMACK WOLOF;Masculin;Oui;20/02/2019;Principal
2019;27/10/2006;BOUNE FASSOW;Masculin;Oui;29/06/2019;Principal
2019;02/04/2001;SAKHMACK WOLOF;Feminin;Oui;20/02/2019;Principal
2019;15/05/1999;BANANE;Feminin;Non;NULL;Principal
2019;22/11/2018;KEUR MACODOU;Masculin;Non;NULL;Principal
2019;29/04/2019;FISSEL;Masculin;Non;NULL;Principal
2019;20/02/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;26/02/2019;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;06/10/2018;BANANE;Feminin;Non;NULL;Principal
2019;19/02/1960;MBEGHANE;Masculin;Oui;29/05/2019;Principal
2019;24/09/2018;BANANE;Feminin;Non;NULL;Principal
2019;09/08/2018;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;27/05/2019;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2019;17/06/2019;KEUR MEDOUNE;Masculin;Non;NULL;Principal
2019;01/05/2019;KEUR SERIGNE NDIAKHATE;Masculin;Non;NULL;Principal
2019;07/10/2018;SAKHMACK;Feminin;Non;NULL;Principal
2019;23/04/2019;KEUR YABY;Masculin;Non;NULL;Principal
2019;28/12/2018;FISSEL 2;Feminin;Non;NULL;Principal
2019;06/06/2019;MBEGANE;Feminin;Non;NULL;Principal
2019;24/04/2019;PATAR LIA;Masculin;Non;NULL;Principal
2019;10/11/2019;BANANE;Feminin;Non;NULL;Principal
2019;19/04/2019;BOUNE FASSOW;Feminin;Non;NULL;Principal
2019;14/01/2019;SAKHMACK SERERE;Masculin;Non;NULL;Principal
2019;08/05/2019;PATAR LIA;Masculin;Non;NULL;Principal
2019;10/05/2008;FISSEL2;Masculin;Oui;16/01/2019;Principal
2019;24/12/2004;SOUMBEL KEUR LATYR;Masculin;Oui;25/03/2015;Principal
2019;23/02/2019;NDOCK DIOUMA COUMBA;Masculin;Non;NULL;Principal
2019;22/01/2019;SAKHMACK;Feminin;Non;NULL;Principal
2019;09/05/2019;NDOCK DIOUMA COUMBA;Feminin;Non;NULL;Principal
2019;01/01/2007;FISSEL2;Masculin;Oui;16/01/2019;Principal
2019;11/06/2019;BOUNE FASSOW;Masculin;Non;NULL;Principal
2019;24/11/2018;BOUNE FASSOW;Feminin;Non;NULL;Principal
2019;12/11/2018;KEUR AMADOU DIOP;Masculin;Non;NULL;Principal
2019;25/07/2002;TOUBA SINE;Masculin;Oui;30/01/2019;Principal
2019;26/05/2019;BOUNE FASSOW;Masculin;Non;NULL;Principal
2019;14/04/1991;NDIOURBEL SINE;Feminin;Oui;24/04/2019;Principal
2019;03/12/2018;DAROU SINE;Masculin;Non;NULL;Principal
2019;27/12/2018;BANANE;Feminin;Non;NULL;Principal
2019;31/01/2019;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2019;22/05/2019;NDOCK SARE;Masculin;Non;NULL;Principal
2019;03/02/2019;METH;Masculin;Non;NULL;Principal
2019;10/10/2008;DIENDER;Masculin;Oui;30/01/2019;Principal
2019;19/11/2018;PATAR LIA;Masculin;Non;NULL;Principal
2019;23/04/2019;KEUR SERIGNE NDIAKHATE;Masculin;Non;NULL;Principal
2019;11/05/2019;SAKHMACK;Masculin;Non;NULL;Principal
2019;12/01/2019;FISSEL 2;Feminin;Non;NULL;Principal
2019;04/05/2009;BANANE;Masculin;Oui;06/11/2017;Principal
2019;14/06/2019;FISSEL;Masculin;Non;NULL;Principal
2019;01/02/2008;NDIOURBEL SINE;Masculin;Oui;30/01/2019;Principal
2019;15/08/2018;KEUR DEMBA;Masculin;Non;NULL;Principal
2019;19/01/2019;GASSEL;Masculin;Non;NULL;Principal
2019;22/06/2019;SAKHMACK;Feminin;Non;NULL;Principal
2019;01/11/2007;BOUSTANE DIAW;Feminin;Oui;16/01/2019;Principal
2019;10/05/2019;TOUNE;Feminin;Non;NULL;Principal
2019;04/03/1997;GASSEL;Feminin;Oui;07/06/2017;Principal
2019;26/02/2008;NDOCK DIOUMA LEOUROU;Feminin;Oui;30/01/2019;Principal
2019;02/01/2019;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2019;22/02/2019;MBENGANE;Feminin;Non;NULL;Principal
2019;10/05/2019;KEUR YABY;Masculin;Non;NULL;Principal
2019;29/05/2019;GASSEL;Feminin;Non;NULL;Principal
2019;11/11/2018;NDIOURBEL DEMBARY;Masculin;Non;NULL;Principal
2019;01/01/2008;DIENDER;Feminin;Oui;30/01/2019;Principal
2019;29/04/2019;NDIOURBEL SINE;Feminin;Non;NULL;Principal
2019;08/11/2018;PATAR LIA;Masculin;Non;NULL;Principal
2019;26/05/2019;SOMB;Masculin;Non;NULL;Principal
2019;06/03/2019;KEUR YABY;Feminin;Non;NULL;Principal
2019;01/05/2019;SOUMBEL KEUR LATYR;Masculin;Non;NULL;Principal
2019;15/06/2019;BOUNE FASSOW;Feminin;Non;NULL;Principal
2019;30/12/2018;GASSEL;Feminin;Non;NULL;Principal
2019;12/03/1996;SOMB;Feminin;Oui;06/11/2017;Principal
2019;17/06/2007;NDIOURBEL SINE;Masculin;Oui;22/11/2017;Principal
2019;17/05/2019;SOMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2019;01/01/2007;MBENGANE;Feminin;Oui;15/05/2019;Principal
2019;18/01/2007;BOUSTANE DIAW;Feminin;Oui;15/05/2019;Principal
2019;15/05/2019;GOSSAS VILLAGE;Feminin;Non;NULL;Principal
2019;07/08/2018;DIAMBEYE;Feminin;Non;NULL;Principal
2019;17/07/2018;BOUSTANE LO;Feminin;Non;NULL;Principal
2019;05/06/2007;BOUSTANE DIAW;Masculin;Oui;15/05/2019;Principal
2019;31/05/2019;MBEGANE;Feminin;Non;NULL;Principal
2019;04/04/2002;SOMB;Masculin;Oui;15/05/2019;Principal
2019;18/06/2019;METH;Masculin;Non;NULL;Principal
2019;26/01/2019;NDOCK TAMSIR;Feminin;Non;NULL;Principal
2019;10/03/2019;DIAMBEYE;Feminin;Non;NULL;Principal
2019;06/08/2018;BOUSTANE LO;Feminin;Non;NULL;Principal
2019;26/05/2019;SOMB;Feminin;Non;NULL;Principal
2019;10/10/2011;NDIOURBEL SINE;Feminin;Oui;06/11/2017;Principal
2019;24/05/2019;BOUNE FASSOW;Masculin;Non;NULL;Principal
2019;06/01/2019;SOMB;Masculin;Non;NULL;Principal
2019;11/05/2007;FISSEL 2;Feminin;Oui;02/01/2019;Principal
2019;08/04/2019;SOMB;Masculin;Non;NULL;Principal
2019;04/12/2018;BANANE;Feminin;Non;NULL;Principal
2019;02/06/2019;SAKHMACK;Feminin;Non;NULL;Principal
2019;10/07/2019; KEUR  SERIGNE NDIAKHOLE;Feminin;Non;NULL;Principal
2019;12/03/2007;FISSEL 2;Feminin;Oui;02/01/2019;Principal
2019;01/09/1999;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2019;27/05/2019;NDIOURBEL SINE;Feminin;Non;NULL;Principal
2019;17/03/2019;BOUNE FASSOW;Feminin;Non;NULL;Principal
2019;15/06/2019;PATAR LIA;Feminin;Non;NULL;Principal
2019;08/05/2019;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2019;30/03/2019;BOUNE FASSOW;Feminin;Non;NULL;Principal
2019;12/03/2002;BANANE;Feminin;Oui;06/11/2017;Principal
2019;20/05/2006;BOUNE FASSOW;Feminin;Oui;26/12/2018;Principal
2019;01/11/2018;BOUNE FASSOW;Masculin;Non;NULL;Principal
2019;23/07/2019;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2019;18/03/2008;GOSSAS VILLAGE;Masculin;Oui;13/03/2019;Principal
2019;01/06/2019;KEUR AMADOU DIOP;Feminin;Non;NULL;Principal
2019;02/05/2006;TOUNE;Masculin;Oui;26/12/2018;Principal
2019;12/03/2010;BANANE;Feminin;Oui;06/11/2017;Principal
2019;10/07/2019;GOSSAS VILLAGE;Masculin;Non;NULL;Principal
2019;26/05/2019;NDOCK DIOUMA COUMBA;Masculin;Non;NULL;Principal
2019;02/04/2008;TOUNE;Masculin;Oui;26/12/2018;Principal
2019;15/03/2013;FISSEL2;Masculin;Oui;06/11/2017;Principal
2019;08/05/2019;NDOCK DIOUMA LEOUROU;Masculin;Non;NULL;Principal
2019;01/02/2006;TOUNE;Masculin;Oui;26/12/2018;Principal
2019;12/08/2010;KEUR NDIOUGA;Feminin;Oui;15/03/2017;Principal
2019;03/06/2019;KEUR DEMBA THOKH;Feminin;Non;NULL;Principal
2019;09/01/2019;SAKHMACK SERERE;Feminin;Non;NULL;Principal
2019;06/04/2007;TOUNE;Feminin;Oui;12/12/2018;Principal
2019;06/10/2012;FISSEL2;Feminin;Oui;06/11/2017;Principal
2019;23/06/2019;SOMB;Feminin;Non;NULL;Principal
2019;03/03/1998;DIENDER;Feminin;Oui;15/03/2017;Principal
2019;01/03/2000;SAKHMACK SERERE;Masculin;Oui;06/03/2019;Principal
2019;29/01/2019;NDOCK SARE;Feminin;Non;NULL;Principal
2019;30/07/2019;SAKHMACK;Feminin;Non;NULL;Principal
2019;19/07/2011;FISSEL2;Masculin;Oui;06/11/2017;Principal
2019;22/04/2008;TOUNE;Masculin;Oui;12/12/2018;Principal
2019;20/12/2018;KEUR YABY;Feminin;Non;NULL;Principal
2019;22/04/2010;SOMB;Masculin;Oui;2019 03-13;Principal
2019;05/11/2007;FISSEL2;Feminin;Oui;06/11/2017;Principal
2019;02/04/1992;SOUMBEL KEUR LATYR;Masculin;Oui;12/12/2018;Principal
2019;10/02/2007;SAKHMACK SERERE;Feminin;Non;NULL;Principal
2019;12/12/2014;BANANE;Feminin;Oui;17/04/2019;Principal
2019;08/02/2019;NDOCK DIOUMA;Feminin;Non;NULL;Principal
2019;05/11/2018;BANANE;Masculin;Non;NULL;Principal
2019;08/03/2019;KEUR ALY NDIAYE;Feminin;Non;NULL;Principal
2019;25/12/2018;PATAR LIA;Feminin;Non;NULL;Principal
2019;01/01/2002;BADIARA;Feminin;Oui;05/12/2018;Principal
2019;01/01/1997;NDIOURBEL SINE;Masculin;Oui;07/04/2017;Principal
2019;25/03/2007;GOSSAS VILLAGE;Feminin;Oui;05/12/2018;Principal
2019;06/03/2019;BADIARA;Feminin;Non;NULL;Principal
2019;01/01/2008;FISSEL 2;Masculin;Oui;19/12/2018;Principal
2019;05/01/2019;NDOCK DIOUMA LEOUROU;Masculin;Non;NULL;Principal
2019;02/02/2019;FISSEL1;Masculin;Non;NULL;Principal
2019;15/05/2006;NDIOURBEL SINE;Feminin;Oui;19/12/2018;Principal
2019;07/09/1993;KEUR AMADOU DIOP;Masculin;Oui;27/02/2019;Principal
2019;11/01/2019;TOUNE;Masculin;Non;NULL;Principal
2019;02/03/1980;SOUMBEL KEUR LATYR;Feminin;Oui;11/07/2017;Principal
2019;15/12/2006;NDOCK SARE;Feminin;Oui;19/12/2018;Principal
2019;13/01/2019;NDOCK SARE;Feminin;Non;NULL;Principal
2019;11/01/2008;BOUSTANE LO;Masculin;Oui;27/02/2019;Principal
2019;03/11/2018;NDOCK SARE;Masculin;Non;NULL;Principal
2019;16/03/2003;FISSEL2;Masculin;Oui;23/01/2019;Principal
2019;04/03/1994;FISSEL 1;Masculin;Non;NULL;Principal
2019;14/06/2007;BOUSTANE;Feminin;Oui;23/01/2019;Principal
2019;05/11/2018;KEUR SILLY FAYE;Masculin;Non;NULL;Principal
2019;04/03/2018;PATAR LIA;Masculin;Non;NULL;Principal
2019;22/12/2018;SOMB;Masculin;Non;NULL;Principal
2019;10/03/1999;KEUR AMADOU DIOP;Feminin;Oui;13/03/2019;Principal
2018;15/11/2018;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2019;02/03/2008;MBEGANE;Feminin;Oui;13/03/2019;Principal
2018;13/11/2018;BOUSTANE;Masculin;Non;NULL;Principal
2019;11/01/2007;SOMB;Masculin;Oui;13/03/2019;Principal
2018;01/01/2008;PATAR LIA;Feminin;Oui;24/04/2018;Principal
2018;13/11/2018;BOUSTANE;Feminin;Non;NULL;Principal
2018;06/04/2014;MOUNGOUNIANE;Feminin;Oui;06/11/2017;Principal
2019;10/01/2000;NDIOURBEL SINE;Masculin;Oui;06/03/2019;Principal
2018;05/02/2009;MOUNGOUNIANE;Masculin;Oui;06/11/2017;Principal
2019;12/03/1992;NDIOURBEL SINE;Feminin;Oui;06/03/2019;Principal
2018;19/08/2018;NDOCK DIOUMA COUMBA;Masculin;Non;NULL;Principal
2019;07/09/2012;DIENDER;Feminin;Oui;23/01/2019;Principal
2018;15/03/2017;MBENGANE;Masculin;Non;NULL;Principal
2018;10/10/2007;PATAR LIA;Masculin;Oui;24/04/2018;Principal
2018;01/01/1965;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2018;01/01/2008;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2019;20/12/2007;KEUR SERIGNE DIAKHATE;Feminin;Oui;23/01/2019;Principal
2019;12/03/1998;SOUMBEL KEUR LATYR;Feminin;Oui;06/03/2019;Principal
2018;08/07/2002;FISSEL 2;Masculin;Oui;06/11/2017;Principal
2019;10/03/2007;FISSEL2;Feminin;Oui;06/03/2019;Principal
2018;20/05/2012;PATAR LIA;Feminin;Oui;24/04/2018;Principal
2019;02/04/2018;KEUR DEMBA;Feminin;Non;NULL;Principal
2018;01/01/2011;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2019;01/01/2007;NDOCK DIOUMA LEOUROU;Feminin;Oui;06/03/2019;Principal
2018;10/01/2008;NDIOURBEL SINE;Feminin;Oui;06/11/2017;Principal
2019;15/05/2007;KEUR MEDOUNE;Feminin;Oui;23/01/2019;Principal
2018;06/11/2011;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2019;17/03/2019;FISSEL1;Feminin;Non;NULL;Principal
2018;10/04/2010;PATAR LIA;Feminin;Oui;24/04/2018;Principal
2018;18/08/2015;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2018;18/11/2018;GOSSAS VILLAGE;Masculin;Non;NULL;Principal
2018;07/03/2006;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2019;11/03/2019;KEUR SERIGNE NDIAKHATE;Feminin;Non;NULL;Principal
2019;24/02/2019;SOUMBEL KEUR LATYR;Feminin;Non;NULL;Principal
2019;01/01/2007;PATAR LIA;Masculin;Oui;23/01/2019;Principal
2018;20/03/2013;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2019;19/03/2019;SOMB;Feminin;Non;NULL;Principal
2018;20/10/2009;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2018;11/12/1992;KEUR SERIGNE NDIAKHATE;Feminin;Oui;09/02/2017;Principal
2018;23/02/1999;KEUR ALY NDIAYE;Feminin;Oui;24/04/2018;Principal
2019;20/03/2019;BOUNE FASSOW;Feminin;Non;NULL;Principal
2018;14/06/1988;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2018;15/03/2008;KEUR SERIGNE NDIAKHATE;Feminin;Oui;09/02/2017;Principal
2019;27/11/2018;NDOCK SARE;Masculin;Non;NULL;Principal
2018;01/01/1994;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2018;29/11/2013;PATAR LIA;Feminin;Oui;24/04/2018;Principal
2019;20/03/2019;LONDIOR;Masculin;Non;NULL;Principal
2018;03/12/2018;NDOCK DIOUMA LEOUROU;Masculin;Non;NULL;Principal
2018;20/06/2006;PATAR LIA;Masculin;Oui;06/11/2017;Principal
2019;29/01/2019;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2019;22/10/2018;METH;Feminin;Non;NULL;Principal
2019;07/06/2018;BOUSTANE DIAW;Feminin;Non;NULL;Principal
2018;20/10/1999;SAKHMACK SERERE;Masculin;Oui;24/04/2018;Principal
2018;01/01/1999;PATAR LIA;Feminin;Oui;06/11/2017;Principal
2019;09/10/2018;BANANE;Feminin;Non;NULL;Principal
2018;01/01/2018;PATAR LIA;Feminin;Non;NULL;Principal
2018;27/12/2017;FISSEL 2;Masculin;Non;NULL;Principal
2018;08/04/2002;SAKHMACK SERERE;Feminin;Oui;24/04/2018;Principal
2019;26/12/2018;FISSEL2;Feminin;Non;NULL;Principal
2019;01/01/2002;MBENGANE;Masculin;Oui;13/09/2019;Principal
2018;12/11/2018;BANANE;Masculin;Non;NULL;Principal
2018;12/12/2017;TOUNE;Masculin;Non;NULL;Principal
2019;09/08/2014;SOUMBEL KEUR LATYR;Masculin;Oui;20/03/2019;Principal
2019;09/01/2008;SOUMBEL KEUR LATYR;Masculin;Oui;20/03/2019;Principal
2018;10/06/2012;SAKHMACK SERERE;Feminin;Oui;24/04/2018;Principal
2018;16/10/2017;KEUR NDIOUGA;Masculin;Non;NULL;Principal
2019;01/01/2008;SOUMBEL KEUR LATYR;Feminin;Oui;23/01/2019;Principal
2019;09/07/2011;SOUMBEL KEUR LATYR;Masculin;Oui;20/03/2019;Principal
2018;29/07/2012;NDOCK SARE;Masculin;Oui;06/11/2017;Principal
2019;20/01/1952;KEUR AMADOU DIOP;Masculin;Oui;06/02/2019;Principal
2019;02/01/2010;SOUMBEL KEUR LATYR;Feminin;Oui;20/03/2019;Principal
2018;18/01/1998;BOUNE FASSOW;Masculin;Oui;06/11/2017;Principal
2018;10/02/2010;NDOCK SARE;Feminin;Oui;06/11/2017;Principal
2019;02/01/2010;SOUMBEL KEUR LATYR;Feminin;Oui;20/03/2019;Principal
2018;10/08/2007;SAKHMACK SERERE;Feminin;Oui;24/04/2018;Principal
2019;02/08/2013;SOUMBEL KEUR LATYR;Masculin;Oui;20/03/2019;Principal
2018;15/08/2012;SAKHMACK;Masculin;Oui;06/11/2017;Principal
2019;04/02/2019;NDIEBEL;Feminin;Non;NULL;Principal
2019;08/08/2012;METH;Feminin;Oui;06/11/2017;Principal
2019;29/03/2019;GOSSAS VILLAGE;Masculin;Oui;20/03/2019;Principal
2018;15/03/2011;SAKHMACK;Masculin;Oui;06/11/2017;Principal
2019;13/03/2019;NDIOURBEL SINE;Masculin;Non;NULL;Principal
2018;12/02/2014;SAKHMACK;Feminin;Oui;06/11/2017;Principal
2018;20/10/2004;GOSSAS VILLAGE;Feminin;Oui;24/04/2018;Principal
2018;10/08/2014;PATAR LIA;Feminin;Oui;28/11/2018;Principal
2019;11/04/2007;SOMB;Feminin;Oui;13/02/2019;Principal
2019;28/03/2018;BANANE;Masculin;Non;NULL;Principal
2018;28/10/2017;GOSSAS VILLAGE;Masculin;Non;NULL;Principal
2019;04/03/2009;METH;Feminin;Oui;06/11/2017;Principal
2018;15/01/2011;SAKHMACK SERERE;Feminin;Oui;24/04/2018;Principal
